probe_id	probeset_id
245423	23091166
241703	23091166
169306	23091166
206210	23091166
17036	23091180
221857	23091180
151742	23091180
298999	23091180
210009	23091180
271073	23091180
41257	23091180
129762	23091180
182676	23091180
245829	23091180
176539	23091181
49291	23091181
91256	23091181
269055	23091181
297417	23091181
228538	23091181
96657	23091181
100764	23091181
293996	23091181
4694	23091181
42335	23091410
130723	23091410
247155	23091410
7484	23091410
274074	23091410
68659	23091410
245011	23091410
112797	23091410
219552	23091410
295607	23091410
75405	23091491
125692	23091491
56280	23091491
19308	23091491
296522	23091491
153026	23091491
272226	23091491
207945	23091491
226605	23091491
254090	23091491
281624	23091537
51184	23091537
170024	23091537
49431	23091537
101516	23091537
57373	23091537
114564	23091537
245978	23091537
186054	23091537
99517	23091537
75945	23091643
4167	23091643
216505	23091643
282958	23091643
48641	23091643
83034	23091643
100269	23091643
94855	23091643
232687	23091643
108741	23091643
139809	23091646
215102	23091646
259807	23091646
161767	23091646
295756	23091646
222286	23091646
117497	23091646
241342	23091646
71870	23091646
278638	23091646
77790	23091908
86064	23091908
272230	23091908
136280	23091908
68710	23091908
284399	23091908
257034	23091908
294143	23091908
39910	23091908
60859	23091908
153280	23091909
70229	23091909
180983	23091909
62145	23091909
193875	23091909
94753	23091909
4916	23091909
133016	23091909
125825	23091909
282131	23091909
92870	23091955
180034	23091955
273752	23091955
255061	23091955
118768	23091955
107565	23091955
40251	23091955
92925	23091955
213784	23091955
15616	23091955
80907	23091957
287204	23091957
24080	23091957
80667	23091957
257271	23091957
191071	23091957
53022	23091957
177635	23091957
181368	23091957
229352	23091957
46441	23092035
201956	23092035
63887	23092035
58120	23092035
262892	23092035
113256	23092035
289229	23092035
113739	23092035
298792	23092035
272163	23092035
91706	23092163
135048	23092163
90024	23092163
261426	23092163
177559	23092163
252604	23092163
227865	23092163
139067	23092163
89180	23092163
222824	23092163
149422	23092164
247187	23092164
168608	23092164
243836	23092164
167104	23092164
275062	23092164
244688	23092164
51795	23092164
133900	23092164
63241	23092164
244460	23092184
217153	23092184
89608	23092184
272626	23092184
205514	23092184
182160	23092184
133162	23092184
130276	23092184
91640	23092184
38804	23092184
164614	23092192
84961	23092192
13741	23092192
254934	23092192
168935	23092192
1401	23092192
123096	23092192
21913	23092192
9474	23092192
211723	23092192
3580	23092283
292522	23092283
126503	23092283
286624	23092283
119252	23092283
100399	23092283
299143	23092283
45702	23092283
157518	23092283
229333	23092283
252720	23092285
118964	23092285
202988	23092285
277137	23092285
11295	23092285
181863	23092285
86383	23092285
296560	23092285
146064	23092285
99417	23092285
194435	23092301
912	23092301
282152	23092301
107241	23092301
225555	23092301
146201	23092301
58299	23092301
123544	23092301
36033	23092301
23881	23092301
171413	23092339
40577	23092339
117009	23092339
261231	23092339
85756	23092339
151349	23092339
16884	23092339
150074	23092339
47737	23092339
82060	23092339
289288	23092369
114120	23092369
230515	23092369
111973	23092369
79041	23092369
14415	23092369
144091	23092369
13979	23092369
289074	23092369
57925	23092369
82571	23092627
3196	23092627
160827	23092627
69846	23092627
243384	23092627
166738	23092627
139480	23092627
224628	23092627
153646	23092627
101683	23092627
37593	23092860
241387	23092860
105459	23092860
125841	23092860
219141	23092860
216819	23092860
147257	23092860
272584	23092860
200016	23092860
54753	23092860
166253	23092914
5468	23092914
242135	23092914
71159	23092914
287555	23092914
221258	23092914
56934	23092914
148367	23092914
111326	23092914
406	23092914
273905	23092961
82443	23092961
88203	23092961
96659	23092961
222343	23092961
238856	23092961
146312	23092961
215501	23092961
33043	23092961
226951	23092961
81468	23093179
43361	23093179
51676	23093179
43943	23093179
258771	23093179
300140	23093179
197841	23094075
59814	23094075
140225	23094075
1115	23094075
53578	23094075
165359	23094075
134891	23094075
75039	23094075
228348	23094075
57666	23094075
187333	23094096
19717	23094096
218685	23094096
109807	23094096
233815	23094096
21717	23094096
104595	23094096
187600	23094096
196033	23094096
67853	23094096
218859	23094545
157471	23094545
252249	23094545
207199	23094545
42279	23094545
274200	23094545
122434	23094545
142522	23094545
114661	23094545
153277	23094545
229435	23094586
25632	23094586
111765	23094586
102638	23094586
295779	23094586
111502	23094586
32573	23094586
269091	23094586
149562	23094586
98521	23094586
239049	23094590
39212	23094590
82420	23094590
162715	23094590
35255	23094590
20010	23094590
254035	23094590
56970	23094590
241067	23094590
119342	23094590
209440	23094626
18002	23094626
168696	23094626
127745	23094626
30562	23094626
258952	23094626
150045	23094626
118668	23094626
288557	23094626
147137	23094626
255557	23094627
269124	23094627
179494	23094627
294012	23094627
263138	23094627
122606	23094627
209715	23094627
97831	23094627
281788	23094627
192216	23094627
101833	23094637
63089	23094637
167113	23094637
33064	23094637
126803	23094637
55788	23094637
75929	23094637
175455	23094637
236766	23094637
88164	23094637
140157	23094647
122409	23094647
178191	23094647
233507	23094647
130163	23094647
221377	23094647
14395	23094647
54107	23094647
22801	23094647
565	23094647
179994	23094681
203412	23094681
179654	23094681
223869	23094681
271674	23094681
12196	23094681
125129	23094681
290414	23094681
205165	23094681
146795	23094681
221201	23094720
168927	23094720
210061	23094720
98642	23094720
205472	23094720
172592	23094720
33010	23094720
158615	23094720
226027	23094720
134000	23094720
182962	23094722
206305	23094722
74316	23094722
88367	23094722
105074	23094722
265825	23094722
27565	23094722
56359	23094722
212424	23094722
33773	23094722
208597	23094724
254571	23094724
86529	23094724
273451	23094724
44980	23094724
276766	23094724
162636	23094724
269800	23094724
218399	23094724
265933	23094724
182453	23094871
239389	23094871
691	23094871
34295	23094871
141151	23094871
205698	23094871
148180	23094871
5825	23094871
62250	23094871
67077	23094871
140029	23095041
253138	23095041
182618	23095041
267121	23095041
74129	23095041
94228	23095041
149842	23095041
230984	23095041
100860	23095041
100312	23095041
149187	23095047
218675	23095047
15394	23095047
191166	23095047
83885	23095047
197471	23095047
169181	23095047
167041	23095047
103152	23095047
130229	23095047
242684	23095051
221837	23095051
148880	23095051
128364	23095051
15508	23095051
241625	23095051
199623	23095051
64574	23095051
272014	23095051
52273	23095051
244071	23095056
143199	23095056
82459	23095056
2301	23095056
79934	23095056
31685	23095056
210716	23095056
249380	23095056
232235	23095056
45103	23095056
117126	23095067
159645	23095067
161985	23095067
293821	23095067
35286	23095067
141150	23095067
89360	23095067
245372	23095067
149323	23095067
283296	23095067
297099	23095100
34591	23095100
127553	23095100
199515	23095100
127079	23095100
98179	23095100
212732	23095100
105188	23095100
216380	23095100
19515	23095100
192909	23095106
185461	23095106
254980	23095106
3103	23095106
296672	23095106
253147	23095106
144275	23095106
260009	23095106
206844	23095106
186715	23095106
54948	23095115
262517	23095115
70984	23095115
269753	23095115
42641	23095115
221544	23095115
52048	23095115
112085	23095115
30215	23095115
80812	23095115
9988	23095149
160233	23095149
107262	23095149
179031	23095149
163107	23095149
286610	23095149
64895	23095149
13619	23095149
54524	23095149
28038	23095149
161109	23095208
24644	23095208
128210	23095208
208894	23095208
146503	23095208
50634	23095208
188499	23095208
182704	23095208
222251	23095208
236849	23095208
68582	23095264
98137	23095264
13188	23095264
127261	23095264
130348	23095264
126754	23095264
222089	23095264
197145	23095264
278065	23095264
118928	23095264
102684	23095369
187028	23095369
219635	23095369
85044	23095369
154412	23095369
172720	23095369
270139	23095369
260456	23095369
217409	23095369
66226	23095369
264970	23095800
168262	23095800
92210	23095800
35201	23095800
243190	23095800
236993	23095800
296927	23095800
146045	23095800
205	23095800
54728	23095800
154795	23095817
233446	23095817
42191	23095817
151001	23095817
263733	23095817
54804	23095817
219250	23095817
183045	23095817
246556	23095817
164214	23095817
7172	23096031
267430	23096031
283061	23096031
424	23096031
275143	23096031
26876	23096031
178339	23096031
24082	23096031
67315	23096031
85045	23096031
33563	23096034
45615	23096034
68452	23096034
253184	23096034
296301	23096034
155116	23096034
230948	23096034
203763	23096034
133820	23096034
160803	23096034
184553	23096077
283598	23096077
153996	23096077
272323	23096077
16085	23096077
119943	23096077
170932	23096077
110207	23096077
80365	23096077
46123	23096077
112247	23096086
117380	23096086
292199	23096086
80211	23096086
209531	23096086
114538	23096086
249645	23096086
90715	23096086
14493	23096086
82037	23096086
23808	23096088
83502	23096088
107673	23096088
40001	23096088
4651	23096088
120680	23096088
71657	23096088
175517	23096088
164286	23096088
224562	23096088
196905	23096276
201934	23096276
4338	23096276
196870	23096276
239820	23096276
81885	23096276
204777	23096276
1437	23096276
261415	23096276
273797	23096276
126991	23096306
131341	23096306
92545	23096306
261099	23096306
254449	23096306
245601	23096306
109550	23096306
27720	23096306
38449	23096306
286639	23096306
82655	23096362
139736	23096362
185673	23096362
136786	23096362
190855	23096362
71960	23096362
163679	23096362
173161	23096362
3003	23096362
253087	23096362
263126	23096373
215203	23096373
240995	23096373
18339	23096373
73364	23096373
245975	23096373
166445	23096373
267120	23096373
151258	23096373
178821	23096373
23437	23096394
170914	23096394
283412	23096394
221555	23096394
246506	23096394
184110	23096394
271686	23096394
259198	23096394
123599	23096394
161429	23096394
193724	23096726
28680	23096726
226791	23096726
281025	23096726
175820	23096726
157546	23096726
244557	23096726
249725	23096726
268033	23096726
206143	23096726
182874	23096842
182305	23096842
250812	23096842
125142	23096842
79236	23096842
127823	23096842
32140	23096842
299769	23096842
67585	23096842
56607	23096842
172343	23096853
39851	23096853
270618	23096853
222366	23096853
236100	23096853
71965	23096853
158145	23096853
179446	23096853
103266	23096853
92190	23096853
269252	23097362
212668	23097362
16416	23097362
173206	23097362
108865	23097362
64269	23097362
268005	23097362
150113	23097362
8953	23097362
11374	23097362
94841	23097363
156945	23097363
269252	23097363
147384	23097363
118815	23097363
64269	23097363
268005	23097363
150113	23097363
264428	23097363
141140	23097363
205464	23097416
72440	23097416
250375	23097416
259043	23097416
13295	23097416
173019	23097416
23811	23097416
49073	23097416
220651	23097416
177134	23097416
14029	23097532
150147	23097532
46315	23097532
260571	23097532
211524	23097532
284668	23097532
257049	23097532
266416	23097532
210227	23097532
157061	23097532
149844	23097603
245280	23097603
80284	23097603
244657	23097603
46034	23097603
173610	23097603
284340	23097603
241410	23097603
145418	23097603
128645	23097603
295445	23097938
21957	23097938
213164	23097938
49375	23097938
165274	23097938
288982	23097938
146459	23097938
64992	23097938
249357	23097938
9606	23097938
243425	23097979
131676	23097979
151740	23097979
194752	23097979
258212	23097979
118435	23097979
149437	23097979
151662	23097979
50537	23097979
241321	23097979
250765	23097994
268875	23097994
250544	23097994
171869	23097994
234936	23097994
88916	23097994
87544	23097994
10597	23097994
84343	23097994
229599	23097994
170460	23098297
53844	23098297
154763	23098297
92796	23098297
31739	23098297
176077	23098297
21564	23098297
89264	23098297
124425	23098297
243777	23098297
173391	23098438
178905	23098438
64675	23098438
161965	23098438
126830	23098438
251705	23098438
157653	23098438
83506	23098438
246086	23098438
196903	23098438
104117	23098454
139083	23098454
86581	23098454
51181	23098454
31208	23098454
62800	23098454
115821	23098454
206377	23098454
244491	23098454
3180	23098454
265879	23099943
184229	23099943
228408	23099943
149599	23099943
223908	23099943
242655	23099943
182156	23099943
2299	23099943
2847	23099943
217360	23099943
289787	23101039
256373	23101039
132054	23101039
273384	23101039
16604	23101039
38067	23101039
264893	23101039
255063	23101039
240618	23101039
179905	23101039
292640	23101050
284500	23101050
23081	23101050
87295	23101050
181360	23101050
133617	23101050
231713	23101050
231043	23101050
121339	23101050
218264	23101050
125457	23101079
235213	23101079
46586	23101079
253620	23101079
215106	23101079
32689	23101079
271164	23101079
96946	23101079
196639	23101079
215226	23101079
202747	23101082
145120	23101082
262420	23101082
182691	23101082
248363	23101082
237224	23101082
137539	23101082
252523	23101082
71791	23101082
90375	23101082
216377	23101097
279157	23101097
134141	23101097
66686	23101097
154417	23101097
211301	23101097
64757	23101097
91884	23101097
10863	23101097
174560	23101097
59985	23101458
280399	23101458
42367	23101458
92703	23101458
164456	23101458
96493	23101458
206738	23101458
199845	23101458
120077	23101458
39477	23101458
268844	23101460
120429	23101460
145550	23101460
69866	23101460
240604	23101460
157904	23101460
225653	23101460
38140	23101460
17059	23101460
170888	23101460
256032	23101987
85417	23101987
13090	23101987
278489	23101987
288102	23101987
30913	23101987
81928	23101987
46457	23101987
274073	23101987
63031	23101987
257569	23102220
146492	23102220
165564	23102220
49753	23102220
252358	23102220
214605	23102220
281764	23102220
114949	23102220
269669	23102220
63478	23102220
296152	23102350
270360	23102350
107177	23102350
270120	23102350
109308	23102350
218284	23102350
7234	23102350
91682	23102350
58637	23102350
114962	23102350
226847	23102351
68461	23102351
135095	23102351
274472	23102351
57889	23102351
261138	23102351
227296	23102351
40719	23102351
220206	23102351
186819	23102351
42253	23102445
286716	23102445
115056	23102445
259833	23102445
4199	23102445
77972	23102445
284953	23102445
261535	23102445
88749	23102445
152480	23102445
142549	23102446
136843	23102446
44741	23102446
66265	23102446
205942	23102446
243032	23102446
206902	23102446
149827	23102446
185129	23102446
42474	23102446
223242	23102589
236224	23102589
225873	23102589
259701	23102589
109032	23102589
296269	23102589
3755	23102589
178699	23102589
228465	23102589
83568	23102589
228266	23102914
36737	23102914
175679	23102914
187264	23102914
113690	23102914
203385	23102914
293331	23102914
241827	23102914
142858	23102914
166829	23102914
286902	23103158
263208	23103158
67823	23103158
79544	23103158
140615	23103158
86779	23103158
247517	23103158
271377	23103158
294948	23103158
55282	23103158
54483	23103274
888	23103274
63712	23103274
65080	23103274
209463	23103274
164734	23103274
262996	23103274
15959	23103274
253559	23103274
294356	23103274
53417	23103307
296256	23103307
28286	23103307
167512	23103307
226713	23103307
23245	23103307
42288	23103307
244307	23103307
245901	23103307
16473	23103307
193414	23103540
42164	23103540
66809	23103540
111103	23103540
231960	23103540
155870	23103540
63955	23103540
125297	23103540
158884	23103540
34791	23103540
105269	23103549
67188	23103549
213630	23103549
33061	23103549
90038	23103549
231741	23103549
197949	23103549
242202	23103549
108363	23103549
214279	23103549
198825	23103806
246293	23103806
101115	23103806
187280	23103806
277440	23103806
213657	23103806
285598	23103806
234406	23103806
132913	23103806
111447	23103806
123765	23103988
202128	23103988
174168	23103988
145891	23103988
152701	23103988
180855	23103988
52603	23103988
184571	23103988
168224	23103988
296852	23103988
47579	23104039
83063	23104039
209319	23104039
164808	23104039
171338	23104039
153149	23104039
148417	23104039
249773	23104039
164585	23104039
228088	23104039
105950	23104235
60860	23104235
97478	23104235
216995	23104235
31867	23104235
231052	23104235
275604	23104235
137347	23104235
283149	23104235
103829	23104235
181464	23104242
176168	23104242
239664	23104242
51060	23104242
252201	23104242
80075	23104242
62635	23104242
133023	23104242
167685	23104242
102331	23104242
39192	23104358
120353	23104358
165492	23104358
267282	23104358
278989	23104358
216603	23104358
109849	23104358
259569	23104358
72887	23104358
261581	23104358
205212	23104392
78252	23104392
272815	23104392
113081	23104392
112807	23104392
127573	23104392
104483	23104392
184282	23104392
195094	23104392
236427	23104392
217485	23104449
135263	23104449
219442	23104449
14681	23104449
214260	23104449
180820	23104449
274712	23104449
206720	23104449
231090	23104449
222565	23104449
23875	23104517
43638	23104517
82987	23104517
155784	23104517
167154	23104517
190903	23104517
104894	23104517
199157	23104517
55285	23104517
142132	23104517
141969	23104591
86508	23104591
124637	23104591
45590	23104591
170152	23104591
250952	23104591
208297	23104591
29534	23104591
123244	23104591
44070	23104591
171917	23104601
279195	23104601
125424	23104601
114112	23104601
296760	23104601
226353	23104601
198962	23104601
42892	23104601
137635	23104601
263158	23104601
100872	23104603
259027	23104603
273758	23104603
93982	23104603
95985	23104603
177818	23104603
145456	23104603
210344	23104603
252415	23104603
270900	23104603
109205	23104610
252037	23104610
7328	23104610
90931	23104610
74639	23104610
29019	23104610
31945	23104610
119627	23104610
81296	23104610
118342	23104610
239117	23104611
114659	23104611
235314	23104611
69855	23104611
138139	23104611
122157	23104611
97289	23104611
217256	23104611
165851	23104611
234970	23104611
50468	23104625
61078	23104625
70449	23104625
90879	23104625
200539	23104625
174724	23104625
288653	23104625
91577	23104625
115903	23104625
94062	23104625
243394	23104651
172489	23104651
101193	23104651
83759	23104651
43890	23104651
144155	23104651
21580	23104651
74245	23104651
139833	23104651
161671	23104651
289297	23104774
23315	23104774
214811	23104774
133068	23104774
283045	23104774
102926	23104774
148469	23104774
251885	23104774
185361	23104774
290370	23104774
113555	23104855
159133	23104855
179776	23104855
190258	23104855
59615	23104855
25835	23104855
295709	23104855
107853	23104855
263533	23104855
201120	23104855
121516	23104953
47248	23104953
227504	23104953
15158	23104953
238533	23104953
253300	23104953
15045	23104953
217597	23104953
257370	23104953
103009	23104953
425	23105041
118923	23105041
168044	23105041
279106	23105041
18087	23105041
122989	23105041
212009	23105041
36199	23105041
138257	23105041
186575	23105041
83189	23105097
202791	23105097
257288	23105097
259608	23105097
144155	23105097
43890	23105097
288473	23105097
266236	23105097
147457	23105097
206353	23105097
254315	23105212
48784	23105212
34479	23105212
84556	23105212
103220	23105212
268943	23105212
283102	23105212
44376	23105212
50152	23105212
70972	23105212
93831	23105490
222143	23105490
270016	23105490
139846	23105490
176220	23105490
147155	23105490
153242	23105490
57296	23105490
254091	23105490
199336	23105490
67685	23105506
208837	23105506
212383	23105506
180537	23105506
221382	23105506
19032	23105506
33689	23105506
134929	23105506
288147	23105506
48177	23105506
266174	23105970
165188	23105970
249455	23105970
99146	23105970
101598	23105970
20572	23105970
124621	23105970
182150	23105970
125382	23105970
117143	23105970
239179	23106242
297961	23106242
66271	23106242
128289	23106242
169594	23106242
218831	23106242
277637	23106242
60001	23106242
133377	23106242
194087	23106242
35873	23106386
242263	23106386
31418	23106386
45828	23106386
23936	23106386
267509	23106386
12919	23106386
247529	23106386
17227	23106386
34746	23106386
28513	23106639
162270	23106639
269525	23106639
153864	23106639
103160	23106639
177565	23106639
51072	23106639
67597	23106639
34073	23106639
114948	23106639
280317	23106675
290535	23106675
205387	23106675
239573	23106675
14431	23106675
12395	23106675
54609	23106675
178232	23106675
126685	23106675
194145	23106675
263187	23106704
18443	23106704
204681	23106704
117077	23106704
190620	23106704
37800	23106704
240555	23106704
11279	23106704
147690	23106704
29206	23106704
203720	23106873
166649	23106873
168184	23106873
268071	23106873
6788	23106873
108172	23106873
2549	23106873
148771	23106873
212789	23106873
132705	23106873
277209	23106883
157	23106883
94154	23106883
267577	23106883
76068	23106883
194244	23106883
219792	23106883
84323	23106883
56940	23106883
47195	23106883
210396	23107050
164713	23107050
138275	23107050
260236	23107050
17520	23107050
233800	23107050
201143	23107050
158408	23107050
188992	23107050
84933	23107050
284421	23107107
204111	23107107
176386	23107107
43473	23107107
249391	23107107
133606	23107107
19607	23107107
196707	23107107
157735	23107107
137475	23107107
293835	23107493
181295	23107493
65791	23107493
42703	23107493
172740	23107493
228323	23107493
12967	23107493
241638	23107493
151900	23107493
5484	23107493
217100	23107497
189651	23107497
299476	23107497
160951	23107497
18812	23107497
126038	23107497
15954	23107497
77421	23107497
239628	23107497
223484	23107497
129056	23107503
190944	23107503
192399	23107503
103576	23107503
202740	23107503
79491	23107503
45081	23107503
249697	23107503
243409	23107503
267863	23107503
294521	23107507
207134	23107507
87355	23107507
229618	23107507
257082	23107507
271945	23107507
125293	23107507
77735	23107507
48112	23107507
215700	23107507
77734	23107543
23612	23107543
201643	23107543
112151	23107543
3373	23107543
142293	23107543
179706	23107543
39396	23107543
216120	23107543
265079	23107543
261908	23107544
51756	23107544
100705	23107544
181910	23107544
91847	23107544
112142	23107544
209243	23107544
229304	23107544
182381	23107544
291691	23107544
223917	23107576
63800	23107576
168688	23107576
15730	23107576
78456	23107576
285787	23107576
171153	23107576
16015	23107576
70494	23107576
230176	23107576
227876	23107803
221488	23107803
245546	23107803
89456	23107803
26638	23107803
114795	23107803
163677	23107803
85771	23107803
276625	23107803
67636	23107803
136745	23107840
114346	23107840
20756	23107840
224548	23107840
15488	23107840
168490	23107840
232610	23107840
53454	23107840
138427	23107840
293649	23107840
116838	23107929
78415	23107929
48250	23107929
90404	23107929
105851	23107929
256131	23107929
70961	23107929
100661	23107929
254943	23107929
197349	23107929
80095	23107939
164913	23107939
265462	23107939
250713	23107939
279070	23107939
49520	23107939
10726	23107939
9932	23107939
96452	23107939
238631	23107939
29595	23107940
32797	23107940
2008	23107940
29168	23107940
196244	23107940
31205	23107940
56092	23107940
220277	23107940
54088	23107940
289381	23107940
230530	23108065
270545	23108065
69167	23108065
9048	23108065
189582	23108065
54744	23108065
219633	23108065
87288	23108065
187516	23108065
60183	23108065
133552	23108844
230547	23108844
44905	23108844
163053	23108844
155142	23108844
116006	23108844
138181	23108844
174250	23108844
31627	23108844
121969	23108844
242909	23108845
193874	23108845
19529	23108845
76287	23108845
45561	23108845
158673	23108845
78952	23108845
182957	23108845
250077	23108845
254865	23108845
88417	23108876
218796	23108876
297068	23108876
279363	23108876
267605	23108876
242897	23108876
107271	23108876
233115	23108876
293332	23108876
113396	23108876
237099	23109013
123474	23109013
260376	23109013
98443	23109013
205660	23109013
184962	23109013
29306	23109013
11379	23109013
242499	23109013
132672	23109013
3839	23087508
230759	23088093
154247	23086932
178221	23087523
204485	23087528
255500	23087529
214795	23087529
20158	23086941
292194	23086941
43911	23087535
205530	23086943
266277	23087537
250476	23087538
9888	23087538
163375	23086948
164987	23087541
11904	23087541
127424	23087543
28469	23087543
279653	23086952
159787	23086952
21525	23086953
130725	23086953
19145	23087544
54055	23086958
282645	23086958
43964	23087546
190953	23087546
271639	23087549
75785	23087551
152469	23087556
63614	23087557
239	23087562
173170	23086967
211314	23086967
165096	23086971
213166	23086972
152583	23087569
285770	23087569
174688	23087569
100419	23087569
270895	23087570
101116	23087570
167965	23086974
195922	23086985
182231	23087586
111946	23087586
276634	23087586
82560	23087587
108836	23087587
139491	23087587
190977	23087587
110865	23086990
90078	23086991
182551	23087602
227436	23087017
48650	23087022
171226	23087029
282851	23087621
94235	23087030
61951	23087040
40080	23087040
22034	23087040
77916	23087636
208784	23087640
298592	23087640
21231	23088107
239361	23088107
73959	23087063
97153	23087648
130311	23087654
154587	23087656
176225	23087656
39402	23087656
109408	23087657
185794	23087657
159167	23087657
3872	23087659
60515	23088110
6544	23087073
285834	23087073
67740	23087073
98654	23087073
280327	23087075
213345	23087077
23508	23087084
136572	23087084
13766	23087087
202204	23087099
19396	23087688
